age,job,education,default,housing,loan,duration,campaign
44,blue-collar,basic.6y,unknown,yes,no,67,1
40,technician,professional.course,unknown,yes,no,147,1
43,unemployed,basic.9y,unknown,yes,yes,252,3
32,management,university.degree,no,yes,no,104,3
42,management,university.degree,unknown,yes,yes,634,1
31,blue-collar,basic.4y,unknown,yes,yes,519,3
26,services,basic.9y,unknown,yes,no,165,2
48,services,basic.4y,unknown,yes,no,218,1
39,admin.,high.school,no,no,no,29,1
42,services,university.degree,no,unknown,unknown,122,1
34,admin.,university.degree,no,yes,no,1934,2
49,services,basic.6y,unknown,yes,yes,112,3
32,services,university.degree,no,yes,no,375,2
32,admin.,university.degree,no,no,no,179,3
28,services,high.school,no,no,no,15,14
55,retired,professional.course,no,no,yes,107,4
51,admin.,basic.9y,unknown,yes,no,18,6
37,admin.,high.school,no,no,no,868,1
59,self-employed,professional.course,no,yes,no,274,5
45,admin.,university.degree,no,no,no,242,5
52,admin.,basic.9y,no,no,no,264,2
40,blue-collar,basic.6y,no,yes,no,1057,1
28,student,high.school,no,unknown,unknown,97,2
46,admin.,high.school,unknown,no,no,490,6
59,retired,university.degree,unknown,no,no,253,1
33,admin.,university.degree,no,yes,no,63,3
41,admin.,high.school,no,no,no,160,1
55,admin.,university.degree,no,yes,yes,63,1
43,management,university.degree,no,yes,no,51,4
40,blue-collar,basic.9y,no,no,no,215,1
38,unknown,unknown,unknown,yes,no,270,1
51,blue-collar,basic.9y,no,no,no,119,2
30,self-employed,university.degree,no,yes,no,176,2
57,blue-collar,basic.4y,no,no,no,233,1
36,blue-collar,basic.9y,no,yes,no,227,1
42,entrepreneur,university.degree,no,yes,no,61,1
26,blue-collar,basic.9y,no,yes,no,149,1
47,admin.,university.degree,no,no,no,408,2
46,admin.,university.degree,unknown,yes,no,318,6
31,admin.,university.degree,no,yes,no,99,1
39,services,university.degree,unknown,yes,no,43,3
40,blue-collar,unknown,no,no,no,337,2
30,technician,professional.course,no,no,yes,169,1
33,admin.,high.school,unknown,yes,no,58,2
34,admin.,university.degree,no,no,no,150,1
41,technician,basic.9y,no,yes,no,210,2
38,blue-collar,basic.6y,no,yes,no,135,2
38,blue-collar,basic.9y,unknown,yes,no,101,1
36,services,high.school,unknown,no,no,145,1
43,unemployed,basic.9y,no,no,no,398,7
34,admin.,university.degree,no,yes,no,298,1
69,technician,professional.course,no,yes,no,189,1
27,self-employed,university.degree,no,yes,no,240,1
33,blue-collar,basic.9y,no,yes,no,194,1
32,management,university.degree,unknown,yes,yes,326,3
39,technician,professional.course,no,yes,yes,501,1
47,admin.,university.degree,no,no,no,193,1
36,blue-collar,basic.9y,no,yes,yes,55,1
62,blue-collar,basic.4y,no,yes,yes,152,1
40,services,high.school,no,no,no,307,1
46,services,basic.9y,unknown,yes,no,59,5
30,blue-collar,professional.course,no,no,no,293,1
47,admin.,university.degree,no,yes,no,70,2
44,technician,professional.course,no,yes,no,200,3
54,housemaid,basic.4y,no,yes,no,198,13
30,technician,professional.course,no,no,no,700,3
41,blue-collar,high.school,unknown,yes,no,121,1
30,technician,university.degree,no,yes,no,166,2
57,blue-collar,basic.9y,unknown,no,no,168,1
35,admin.,university.degree,no,no,no,235,4
25,technician,professional.course,no,no,yes,150,2
30,blue-collar,basic.6y,unknown,yes,no,375,8
59,blue-collar,basic.4y,no,no,no,163,3
33,blue-collar,basic.6y,no,no,no,490,1
48,housemaid,basic.6y,unknown,yes,yes,501,4
39,unemployed,university.degree,no,yes,no,501,2
34,technician,unknown,no,yes,no,27,13
52,services,high.school,no,no,no,91,3
32,technician,university.degree,no,yes,no,178,4
39,admin.,university.degree,no,no,no,160,3
30,unemployed,professional.course,no,yes,no,77,5
43,technician,professional.course,unknown,no,no,54,3
45,technician,professional.course,no,no,no,851,4
54,unemployed,university.degree,no,yes,yes,141,2
81,retired,basic.4y,no,yes,no,192,2
31,blue-collar,basic.9y,unknown,no,no,342,2
41,services,unknown,no,no,no,64,5
30,admin.,high.school,no,no,no,142,1
60,admin.,high.school,unknown,no,no,320,1
26,services,basic.9y,no,no,no,43,1
26,admin.,university.degree,no,no,no,212,1
43,technician,basic.4y,no,yes,no,1388,7
57,management,university.degree,no,no,no,1205,1
48,admin.,university.degree,unknown,yes,no,67,2
52,technician,professional.course,no,yes,no,402,2
36,blue-collar,basic.6y,no,no,no,219,7
47,management,university.degree,no,yes,no,469,2
37,technician,professional.course,no,no,no,147,1
36,blue-collar,basic.9y,no,no,no,63,1
35,admin.,high.school,no,no,yes,813,1
57,admin.,university.degree,no,no,yes,532,3
23,admin.,basic.9y,no,yes,no,686,2
31,blue-collar,basic.9y,no,yes,no,308,2
50,blue-collar,basic.4y,unknown,yes,no,22,5
35,admin.,university.degree,no,yes,no,162,5
41,services,high.school,no,yes,yes,264,2
36,services,high.school,no,no,no,288,1
29,admin.,high.school,no,yes,no,257,3
35,technician,professional.course,no,yes,yes,402,9
32,blue-collar,high.school,unknown,yes,no,109,1
27,admin.,university.degree,no,yes,yes,91,1
65,retired,university.degree,no,yes,no,147,1
78,retired,basic.4y,no,no,yes,103,1
36,management,university.degree,no,yes,no,381,1
45,management,high.school,unknown,yes,no,228,1
43,admin.,university.degree,no,no,no,497,1
44,blue-collar,basic.6y,no,no,no,428,1
36,blue-collar,basic.4y,unknown,yes,no,221,1
55,admin.,university.degree,no,no,no,260,1
28,technician,high.school,no,no,no,206,2
51,services,high.school,unknown,no,no,107,4
44,blue-collar,basic.4y,unknown,no,yes,311,1
47,technician,university.degree,no,no,no,53,1
34,self-employed,basic.4y,unknown,no,no,100,2
48,blue-collar,basic.9y,unknown,yes,no,122,1
59,technician,professional.course,unknown,no,no,206,2
36,unknown,basic.6y,unknown,no,no,878,3
47,services,high.school,unknown,yes,yes,161,2
39,management,high.school,unknown,no,no,274,1
28,blue-collar,basic.9y,no,yes,yes,125,1
52,blue-collar,basic.4y,unknown,no,no,183,3
26,admin.,high.school,no,yes,yes,126,1
41,admin.,high.school,no,yes,yes,223,2
53,admin.,university.degree,no,no,yes,37,13
37,admin.,university.degree,no,no,no,62,1
56,self-employed,basic.9y,unknown,no,no,523,1
42,technician,basic.9y,no,no,yes,437,2
45,admin.,university.degree,no,yes,no,226,1
32,admin.,high.school,no,yes,no,689,1
31,blue-collar,basic.4y,unknown,no,no,161,1
30,technician,professional.course,no,yes,no,220,3
34,technician,high.school,unknown,no,no,332,1
51,blue-collar,basic.9y,unknown,yes,no,203,1
54,blue-collar,basic.4y,unknown,yes,no,1171,1
33,admin.,university.degree,no,no,no,122,4
39,blue-collar,basic.6y,no,no,yes,223,2
36,management,university.degree,no,no,no,90,1
35,blue-collar,unknown,no,yes,no,15,11
33,admin.,university.degree,no,yes,yes,374,2
30,admin.,university.degree,no,no,no,117,5
58,management,basic.9y,no,no,no,29,1
41,blue-collar,basic.9y,no,no,no,500,1
45,technician,professional.course,no,no,no,394,1
43,admin.,high.school,no,yes,yes,32,2
32,admin.,university.degree,no,yes,no,102,2
27,technician,high.school,no,no,no,198,1
36,services,high.school,no,yes,no,111,3
31,technician,professional.course,no,no,no,212,2
27,admin.,professional.course,no,no,yes,518,2
38,blue-collar,high.school,no,no,no,165,1
44,admin.,high.school,no,no,no,283,1
31,admin.,university.degree,no,no,no,74,4
50,technician,high.school,no,no,no,620,3
46,blue-collar,basic.6y,no,yes,yes,104,2
32,admin.,university.degree,no,no,no,61,4
29,admin.,high.school,no,no,yes,97,8
28,admin.,high.school,no,no,no,129,2
40,unknown,unknown,no,no,no,224,1
32,technician,professional.course,no,no,no,252,1
36,housemaid,university.degree,no,no,no,767,5
38,blue-collar,basic.6y,unknown,yes,no,476,1
32,admin.,university.degree,no,no,no,270,1
26,services,high.school,no,yes,no,200,3
37,entrepreneur,university.degree,no,yes,no,45,2
56,admin.,high.school,no,yes,no,196,3
48,services,professional.course,unknown,yes,yes,98,2
40,blue-collar,unknown,no,no,no,114,2
22,student,basic.6y,no,yes,no,814,1
36,blue-collar,basic.4y,no,yes,no,143,4
34,admin.,university.degree,no,yes,no,100,1
39,blue-collar,professional.course,no,no,no,87,5
38,technician,high.school,no,no,no,100,5
30,blue-collar,basic.4y,no,yes,yes,463,2
42,management,unknown,no,yes,no,259,1
25,services,high.school,no,no,no,553,1
28,blue-collar,basic.6y,no,no,no,228,1
41,technician,basic.9y,no,no,no,180,2
26,technician,professional.course,no,no,no,170,2
59,entrepreneur,university.degree,no,no,no,9,5
29,technician,university.degree,no,no,yes,57,1
43,blue-collar,basic.6y,no,yes,no,458,6
31,blue-collar,high.school,no,yes,no,113,3
29,admin.,university.degree,no,yes,no,276,1
35,blue-collar,basic.6y,no,no,no,348,1
54,admin.,university.degree,no,no,no,209,2
44,admin.,university.degree,no,no,no,60,1
32,blue-collar,basic.9y,unknown,yes,yes,29,3
40,blue-collar,basic.9y,unknown,yes,yes,131,2
26,blue-collar,professional.course,no,no,no,1071,2
28,services,high.school,no,yes,yes,562,1
51,services,high.school,unknown,no,no,398,2
25,blue-collar,high.school,no,yes,no,262,1
31,admin.,university.degree,unknown,no,no,255,2
38,management,university.degree,no,yes,no,262,3
41,technician,university.degree,no,yes,no,127,1
33,technician,professional.course,no,no,yes,189,2
31,services,high.school,no,yes,no,322,1
30,management,university.degree,no,no,no,84,2
41,management,high.school,no,yes,no,180,2
30,admin.,university.degree,no,no,no,84,2
53,entrepreneur,university.degree,no,yes,no,302,1
56,services,high.school,unknown,yes,no,354,2
56,entrepreneur,unknown,unknown,no,no,41,2
55,entrepreneur,university.degree,no,yes,yes,68,1
51,services,basic.9y,no,yes,no,250,3
34,technician,university.degree,no,yes,no,47,2
38,admin.,university.degree,no,yes,yes,80,1
45,blue-collar,basic.9y,unknown,yes,no,427,4
36,blue-collar,basic.9y,no,yes,no,57,5
30,admin.,high.school,no,no,no,95,3
57,retired,high.school,unknown,yes,no,278,2
45,blue-collar,basic.9y,no,yes,no,384,1
45,services,unknown,no,no,no,345,1
29,technician,professional.course,no,yes,no,633,2
33,blue-collar,basic.9y,no,yes,no,215,1
56,technician,basic.4y,no,no,no,776,3
37,admin.,university.degree,no,no,no,329,3
39,blue-collar,basic.6y,unknown,no,no,47,1
32,unknown,university.degree,no,yes,yes,221,2
53,admin.,university.degree,no,no,no,103,1
26,admin.,high.school,no,yes,no,170,1
31,services,professional.course,no,no,no,287,3
39,blue-collar,professional.course,no,yes,no,55,15
31,technician,university.degree,no,yes,no,34,6
48,admin.,high.school,no,no,no,125,2
36,admin.,high.school,no,no,no,152,3
23,services,high.school,no,no,no,821,3
43,blue-collar,high.school,unknown,unknown,unknown,239,1
30,blue-collar,basic.9y,no,yes,no,623,1
37,blue-collar,basic.9y,unknown,no,no,121,1
36,blue-collar,basic.4y,no,no,no,101,5
34,admin.,university.degree,no,no,no,237,2
34,self-employed,professional.course,no,yes,no,10,7
24,services,unknown,no,yes,no,305,13
31,entrepreneur,high.school,no,yes,no,305,2
39,services,high.school,no,yes,no,956,2
50,blue-collar,unknown,unknown,yes,no,125,2
37,technician,high.school,no,no,no,188,1
53,technician,professional.course,no,yes,no,111,2
51,blue-collar,unknown,unknown,no,yes,76,3
35,technician,professional.course,no,unknown,unknown,14,21
41,technician,basic.9y,no,yes,no,307,1
26,services,basic.9y,no,no,yes,560,1
55,retired,professional.course,no,no,no,416,3
37,admin.,university.degree,no,no,no,356,1
41,admin.,unknown,no,yes,no,228,1
30,admin.,university.degree,no,no,no,124,1
36,admin.,university.degree,no,yes,yes,106,2
30,technician,university.degree,no,no,no,1031,6
34,blue-collar,university.degree,no,yes,yes,183,1
47,management,high.school,no,yes,no,86,2
35,blue-collar,basic.9y,no,yes,no,298,1
51,management,university.degree,no,yes,no,96,1
54,blue-collar,basic.9y,no,yes,no,239,2
31,services,high.school,no,yes,no,251,2
40,technician,basic.9y,no,yes,no,154,1
31,admin.,high.school,unknown,yes,no,199,2
29,entrepreneur,basic.4y,no,no,no,103,4
58,blue-collar,basic.4y,unknown,yes,yes,422,1
47,entrepreneur,professional.course,unknown,yes,no,78,1
36,admin.,professional.course,no,yes,no,25,1
28,blue-collar,high.school,no,yes,no,102,2
52,unemployed,high.school,unknown,yes,no,151,1
41,admin.,university.degree,no,no,no,82,4
49,technician,university.degree,no,no,no,90,1
32,technician,professional.course,no,yes,no,641,1
38,admin.,university.degree,no,no,no,111,4
34,unemployed,high.school,no,no,no,339,1
46,blue-collar,basic.4y,no,yes,no,223,4
35,blue-collar,basic.6y,no,no,no,622,3
29,technician,professional.course,no,yes,no,150,1
44,services,high.school,no,yes,yes,112,1
51,blue-collar,basic.4y,unknown,no,yes,781,1
25,student,high.school,no,no,no,345,2
37,services,high.school,no,no,yes,54,4
42,blue-collar,high.school,unknown,no,no,257,2
46,technician,professional.course,no,yes,no,193,1
54,blue-collar,unknown,no,yes,no,99,3
45,unemployed,high.school,no,yes,yes,274,1
25,admin.,basic.9y,no,yes,yes,8,21
34,admin.,university.degree,no,no,no,162,1
28,services,high.school,no,no,no,102,2
30,blue-collar,basic.9y,no,yes,no,58,1
48,services,basic.9y,no,no,no,110,1
55,retired,basic.4y,unknown,yes,no,129,1
47,admin.,university.degree,no,no,no,97,1
35,technician,basic.9y,no,no,no,178,1
36,admin.,university.degree,no,no,no,121,1
32,self-employed,professional.course,unknown,yes,no,161,3
36,admin.,university.degree,no,yes,no,379,1
27,services,high.school,unknown,no,no,73,3
38,blue-collar,basic.9y,unknown,yes,no,56,1
36,services,high.school,no,no,no,139,3
56,admin.,university.degree,unknown,no,no,98,1
37,unemployed,university.degree,no,yes,no,249,2
56,admin.,university.degree,no,yes,no,178,2
71,retired,basic.9y,no,no,no,237,1
46,admin.,high.school,no,no,no,16,17
29,unemployed,basic.4y,no,no,yes,243,3
37,technician,professional.course,unknown,yes,no,971,1
38,self-employed,professional.course,no,no,no,24,1
21,services,high.school,no,no,no,110,2
22,student,high.school,no,no,no,270,3
49,technician,professional.course,no,no,no,96,1
64,retired,university.degree,no,no,no,227,3
34,blue-collar,basic.4y,no,no,no,800,4
36,admin.,high.school,no,unknown,unknown,480,1
53,blue-collar,basic.4y,no,yes,no,195,1
57,retired,basic.6y,no,no,no,873,1
30,blue-collar,basic.9y,unknown,no,no,903,4
30,entrepreneur,high.school,no,yes,yes,485,1
26,student,high.school,no,no,no,901,1
46,blue-collar,unknown,unknown,no,no,209,2
28,blue-collar,unknown,no,no,no,82,2
33,admin.,university.degree,no,no,yes,87,3
29,admin.,university.degree,no,no,no,160,2
32,admin.,high.school,no,no,no,142,4
75,retired,basic.4y,no,no,no,186,2
59,technician,unknown,no,no,no,464,2
57,entrepreneur,basic.9y,no,yes,no,429,4
29,services,basic.9y,no,no,no,344,1
27,unemployed,basic.6y,unknown,no,no,72,1
42,technician,high.school,no,no,no,204,4
57,retired,unknown,unknown,yes,no,54,1
40,admin.,basic.9y,no,yes,no,186,2
44,blue-collar,basic.4y,no,no,no,92,3
30,admin.,university.degree,no,no,no,155,2
46,housemaid,basic.4y,unknown,no,yes,166,1
54,management,high.school,unknown,no,no,273,3
40,admin.,university.degree,no,no,yes,499,1
28,services,high.school,no,no,no,95,6
41,admin.,high.school,no,yes,no,306,3
44,services,high.school,no,no,no,95,3
28,technician,university.degree,no,yes,yes,178,2
38,unemployed,high.school,no,no,no,273,5
53,retired,basic.9y,no,no,no,313,16
28,blue-collar,basic.4y,unknown,yes,no,108,9
40,services,high.school,no,no,no,275,1
43,admin.,high.school,unknown,no,no,30,1
30,student,basic.9y,no,no,no,155,1
43,admin.,high.school,no,yes,no,250,2
41,technician,professional.course,no,yes,yes,87,2
33,admin.,university.degree,no,no,no,43,1
39,admin.,university.degree,unknown,no,no,363,3
29,blue-collar,unknown,no,no,no,198,1
32,admin.,high.school,no,no,no,103,1
36,technician,university.degree,no,no,no,146,2
45,services,basic.4y,no,no,no,152,4
48,blue-collar,professional.course,no,yes,no,12,5
34,blue-collar,basic.4y,unknown,yes,yes,195,3
24,services,basic.9y,no,no,no,439,3
35,admin.,university.degree,no,yes,no,193,1
42,blue-collar,basic.4y,no,yes,no,798,1
29,housemaid,university.degree,no,yes,no,155,2
30,blue-collar,university.degree,no,yes,no,7,5
33,services,high.school,no,yes,no,89,2
54,entrepreneur,basic.6y,unknown,no,no,77,2
36,admin.,basic.9y,no,yes,no,622,4
50,blue-collar,professional.course,no,no,no,600,3
31,admin.,university.degree,no,yes,yes,148,2
41,admin.,university.degree,no,yes,no,63,9
33,admin.,university.degree,no,no,no,92,5
52,blue-collar,basic.9y,no,no,no,85,8
39,technician,university.degree,no,no,yes,2016,1
29,admin.,university.degree,no,no,no,73,3
36,services,high.school,no,yes,no,128,1
33,management,university.degree,no,no,no,113,4
56,retired,basic.4y,no,no,no,933,2
44,blue-collar,basic.6y,no,yes,yes,344,1
32,admin.,university.degree,no,yes,no,467,2
42,admin.,professional.course,unknown,no,yes,36,1
43,management,basic.6y,unknown,no,no,189,1
56,management,university.degree,no,yes,no,125,1
27,blue-collar,university.degree,no,no,no,722,2
47,admin.,university.degree,no,no,yes,183,9
38,housemaid,basic.9y,no,yes,yes,173,2
29,technician,basic.9y,no,yes,no,170,1
34,blue-collar,basic.4y,no,yes,no,87,1
45,admin.,unknown,unknown,no,no,54,4
28,technician,high.school,no,unknown,unknown,84,1
31,services,basic.6y,no,no,no,92,5
57,services,basic.4y,no,no,no,161,6
22,student,high.school,no,no,yes,154,2
38,technician,professional.course,unknown,no,no,224,3
49,admin.,university.degree,no,yes,no,88,1
33,admin.,university.degree,no,yes,no,222,2
31,blue-collar,basic.4y,no,yes,yes,98,2
35,technician,university.degree,no,yes,no,318,3
34,blue-collar,basic.9y,no,yes,yes,197,1
38,self-employed,high.school,no,no,no,391,3
31,admin.,university.degree,unknown,yes,no,55,1
27,blue-collar,high.school,no,no,no,393,1
30,technician,professional.course,no,no,no,66,2
44,admin.,high.school,no,yes,no,347,4
37,technician,university.degree,no,yes,no,237,1
29,services,high.school,no,yes,no,1018,3
41,entrepreneur,professional.course,no,yes,no,72,1
39,technician,university.degree,no,no,yes,418,2
27,admin.,professional.course,no,no,no,584,1
35,admin.,university.degree,unknown,no,no,105,2
38,management,university.degree,no,no,no,486,5
50,admin.,university.degree,no,yes,yes,508,4
49,blue-collar,basic.4y,unknown,no,no,115,1
36,admin.,university.degree,no,yes,yes,132,2
42,technician,professional.course,unknown,no,no,71,2
57,admin.,university.degree,unknown,yes,no,334,1
44,blue-collar,basic.4y,unknown,yes,yes,148,5
48,admin.,university.degree,no,yes,no,252,2
57,blue-collar,basic.4y,unknown,no,no,69,2
40,entrepreneur,basic.6y,no,no,no,837,1
31,blue-collar,basic.9y,no,no,yes,234,3
38,technician,professional.course,no,yes,no,99,4
34,admin.,university.degree,no,yes,no,125,2
35,admin.,high.school,no,yes,no,125,2
43,housemaid,basic.9y,no,no,no,173,1
46,blue-collar,basic.4y,no,no,no,235,7
48,admin.,high.school,no,no,yes,18,7
52,self-employed,university.degree,unknown,yes,no,169,2
38,admin.,university.degree,no,yes,yes,154,2
27,blue-collar,basic.9y,no,no,no,267,1
44,blue-collar,basic.6y,no,yes,no,304,1
60,housemaid,basic.4y,no,no,no,85,1
31,unemployed,university.degree,no,yes,no,22,4
79,retired,basic.9y,no,no,no,181,1
35,services,high.school,unknown,yes,no,257,1
38,admin.,high.school,no,yes,no,51,18
46,admin.,high.school,no,no,no,159,1
45,technician,professional.course,no,yes,no,350,4
24,technician,professional.course,no,no,no,73,4
33,services,high.school,no,no,no,192,1
45,entrepreneur,university.degree,no,yes,yes,72,2
28,admin.,university.degree,no,yes,no,393,2
24,unknown,university.degree,no,yes,yes,134,1
36,technician,high.school,no,no,no,940,1
33,management,unknown,no,yes,no,371,2
58,unknown,basic.4y,no,yes,no,149,1
33,blue-collar,high.school,no,no,no,222,1
38,technician,university.degree,no,yes,no,31,3
25,admin.,university.degree,no,no,no,103,4
43,technician,high.school,no,yes,yes,167,1
50,blue-collar,basic.4y,unknown,yes,no,152,5
43,admin.,high.school,no,yes,no,231,3
48,unemployed,professional.course,no,yes,yes,10,4
32,admin.,professional.course,no,yes,yes,81,1
36,technician,professional.course,unknown,no,no,90,1
30,admin.,university.degree,no,yes,no,608,3
32,admin.,university.degree,no,yes,yes,69,2
36,admin.,university.degree,no,no,no,559,1
49,management,high.school,unknown,no,no,124,1
44,admin.,high.school,no,yes,no,159,1
24,services,university.degree,no,no,no,113,6
29,services,high.school,no,no,no,689,2
38,blue-collar,basic.4y,no,no,no,161,1
58,management,university.degree,no,yes,no,81,1
51,services,professional.course,unknown,no,no,328,7
33,technician,university.degree,unknown,no,yes,619,3
45,technician,professional.course,no,yes,no,83,1
29,technician,professional.course,no,yes,no,38,2
40,blue-collar,basic.9y,no,yes,no,76,3
46,blue-collar,basic.6y,no,no,no,183,9
54,technician,professional.course,unknown,yes,no,52,3
46,admin.,high.school,unknown,no,no,76,3
50,unknown,basic.4y,unknown,no,yes,77,4
51,admin.,high.school,no,yes,no,109,1
39,technician,professional.course,unknown,no,no,49,1
32,management,high.school,no,no,no,232,3
31,blue-collar,basic.6y,no,yes,no,55,12
55,management,university.degree,no,no,yes,260,2
42,technician,basic.9y,no,no,no,610,2
34,admin.,high.school,no,no,yes,129,1
30,technician,university.degree,no,no,no,179,2
29,admin.,high.school,no,no,no,54,1
38,technician,professional.course,no,yes,yes,351,2
32,admin.,university.degree,no,no,yes,21,7
31,services,high.school,no,yes,no,151,2
47,management,basic.4y,unknown,yes,no,805,2
43,admin.,high.school,no,yes,no,152,2
51,housemaid,high.school,no,yes,yes,460,1
49,blue-collar,basic.9y,no,yes,no,79,31
37,services,high.school,no,no,yes,175,1
47,admin.,university.degree,no,yes,no,194,3
28,technician,professional.course,no,yes,yes,196,1
30,student,professional.course,no,unknown,unknown,132,4
38,blue-collar,basic.4y,unknown,no,no,168,3
26,admin.,high.school,no,no,no,140,2
34,admin.,university.degree,no,yes,no,332,3
59,admin.,university.degree,no,no,no,85,1
25,technician,high.school,no,no,no,96,3
58,unemployed,basic.9y,no,yes,no,229,1
65,retired,high.school,no,yes,yes,344,2
48,technician,professional.course,no,yes,no,235,1
36,unemployed,high.school,no,yes,no,304,1
38,admin.,university.degree,no,yes,no,223,2
38,services,basic.9y,no,unknown,unknown,17,3
52,technician,professional.course,no,yes,no,332,2
44,blue-collar,basic.4y,no,no,no,62,1
35,admin.,university.degree,no,yes,no,110,2
49,technician,professional.course,no,yes,yes,88,2
52,retired,university.degree,no,yes,yes,215,3
48,services,high.school,no,yes,no,835,1
48,admin.,university.degree,no,yes,no,347,4
55,admin.,university.degree,no,no,no,146,2
35,blue-collar,basic.9y,no,no,no,211,1
58,admin.,university.degree,no,yes,no,418,5
37,blue-collar,basic.4y,no,yes,no,222,2
30,technician,high.school,no,no,no,116,1
31,admin.,university.degree,no,no,no,213,1
39,blue-collar,basic.9y,no,yes,no,75,1
34,admin.,professional.course,no,no,no,174,1
41,technician,basic.4y,no,yes,no,128,2
34,unemployed,basic.4y,unknown,yes,no,98,1
50,entrepreneur,basic.9y,no,yes,no,296,3
26,student,basic.9y,no,yes,no,59,2
55,technician,professional.course,no,no,yes,543,3
39,technician,professional.course,no,yes,no,247,1
29,admin.,high.school,no,yes,no,126,3
34,management,university.degree,no,yes,yes,145,1
43,management,high.school,no,yes,yes,70,3
38,services,basic.9y,no,no,yes,96,3
34,blue-collar,high.school,no,yes,no,137,5
47,services,basic.6y,no,no,no,100,2
33,management,university.degree,no,yes,no,187,1
29,services,high.school,no,yes,no,78,4
24,student,university.degree,no,no,no,223,1
29,technician,university.degree,no,no,no,292,1
49,admin.,high.school,no,no,no,128,3
37,entrepreneur,high.school,no,no,yes,245,1
38,admin.,university.degree,no,no,no,65,4
56,housemaid,basic.4y,no,no,no,261,1
39,blue-collar,basic.9y,no,no,no,311,1
55,retired,basic.4y,unknown,no,no,526,4
45,blue-collar,basic.4y,unknown,yes,yes,19,3
53,technician,professional.course,no,no,no,261,4
36,blue-collar,basic.9y,no,no,no,81,2
58,admin.,unknown,unknown,no,no,228,1
49,management,university.degree,no,yes,no,135,2
35,technician,university.degree,no,yes,no,412,1
30,housemaid,university.degree,no,no,no,103,2
37,admin.,high.school,no,no,no,638,16
27,admin.,high.school,unknown,yes,no,132,3
68,retired,basic.4y,unknown,yes,no,383,3
41,admin.,university.degree,no,yes,no,6,5
45,technician,professional.course,no,yes,no,207,5
39,admin.,basic.6y,unknown,yes,yes,88,1
52,blue-collar,basic.6y,no,yes,no,138,3
29,technician,university.degree,no,no,no,225,2
31,blue-collar,basic.6y,no,yes,no,387,4
44,services,high.school,no,no,no,206,1
44,admin.,high.school,no,no,yes,12,1
31,blue-collar,basic.9y,no,no,no,195,2
39,self-employed,high.school,no,no,no,761,2
32,admin.,university.degree,no,no,no,59,2
39,blue-collar,basic.4y,no,no,no,242,7
35,admin.,university.degree,no,no,yes,126,2
35,management,university.degree,no,yes,no,113,1
30,technician,university.degree,no,yes,no,342,1
33,admin.,high.school,no,yes,no,48,2
42,blue-collar,basic.9y,no,yes,no,57,3
37,blue-collar,basic.9y,no,no,no,79,1
31,technician,professional.course,no,yes,no,87,2
32,housemaid,basic.6y,unknown,no,no,19,1
35,services,high.school,no,no,yes,184,1
36,services,unknown,no,yes,yes,116,7
37,entrepreneur,university.degree,no,no,yes,362,1
26,blue-collar,basic.9y,no,no,no,72,3
42,technician,basic.9y,no,yes,no,163,1
37,admin.,university.degree,unknown,yes,no,214,1
31,entrepreneur,basic.9y,unknown,yes,no,70,1
31,technician,high.school,unknown,yes,no,312,6
62,self-employed,university.degree,no,no,no,66,1
26,services,basic.9y,unknown,yes,no,191,1
37,blue-collar,basic.4y,unknown,no,yes,64,3
27,technician,professional.course,no,no,no,209,2
27,student,high.school,no,yes,no,54,1
59,housemaid,unknown,no,unknown,unknown,246,4
51,management,basic.9y,no,yes,yes,79,6
31,blue-collar,high.school,no,yes,no,45,2
28,blue-collar,basic.4y,no,no,no,282,1
52,blue-collar,unknown,unknown,no,yes,137,11
32,management,university.degree,no,yes,no,64,3
30,student,high.school,no,no,no,1242,1
34,blue-collar,basic.9y,no,yes,no,335,2
45,blue-collar,basic.4y,no,no,no,223,1
28,technician,professional.course,no,no,yes,63,2
36,technician,professional.course,no,no,no,159,2
47,entrepreneur,university.degree,no,yes,yes,216,1
50,blue-collar,basic.4y,unknown,yes,no,381,7
38,technician,basic.9y,no,yes,no,170,2
30,management,university.degree,no,yes,no,876,1
35,services,professional.course,unknown,no,no,103,1
38,blue-collar,basic.4y,no,no,no,299,1
32,blue-collar,basic.9y,no,no,no,253,3
58,admin.,high.school,no,yes,no,318,4
59,management,university.degree,no,yes,no,92,2
39,technician,professional.course,no,no,no,62,1
36,blue-collar,high.school,no,no,no,275,1
45,services,high.school,no,no,no,443,1
30,blue-collar,basic.4y,unknown,yes,no,176,4
37,technician,university.degree,no,no,no,156,5
29,unemployed,professional.course,no,yes,no,170,2
47,management,university.degree,no,yes,yes,109,4
52,blue-collar,basic.4y,no,yes,no,160,1
37,management,unknown,no,no,no,149,3
37,services,high.school,no,yes,no,77,2
29,blue-collar,basic.6y,no,no,yes,168,3
34,technician,professional.course,unknown,yes,no,225,2
46,unemployed,basic.9y,no,no,no,283,3
68,retired,high.school,no,yes,yes,567,1
54,blue-collar,basic.4y,unknown,yes,yes,303,1
55,management,basic.9y,no,yes,no,421,2
37,blue-collar,high.school,no,no,no,191,1
53,services,high.school,unknown,no,no,113,2
53,blue-collar,basic.4y,no,no,no,165,2
41,technician,professional.course,no,no,no,348,2
38,blue-collar,basic.6y,unknown,yes,no,353,1
36,services,high.school,no,yes,no,302,2
33,admin.,university.degree,no,yes,no,305,10
43,admin.,university.degree,unknown,yes,no,226,2
31,technician,professional.course,no,yes,no,373,1
